L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,legacy_xz_p95_mean,legacy_yvertical_p95_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short
L16,A0,R3,I3,T9,range_fusion,5,483.232582499221,714.8260495674546,9.775942576940526,509.9700069422611,661.8652009941723,427.016281693281,231.8021379954777,-483.0239115719769,0.0,155.35258182620498,151.96490396908024,110.53858457046906,L16 ICM-45686,X_A0_R3_L16_I3_T9
L16,A0,R2,I4,T9,range_fusion,5,476.40934376626393,716.5082576673869,11.13374817546502,501.4911499755461,642.6356591078522,422.2601899660537,231.8021379954777,-484.7061196719093,0.0,156.32666949810087,160.53851258659031,103.7223656680791,L16 ICM-45686,X_A0_R2_L16_I4_T9
L16,A0,R2,I5,T7,range_fusion,5,481.38251801500246,716.7340711694762,17.635323060296408,505.3583734484522,655.1385240841075,423.9191293658816,231.8021379954777,-484.9319331739986,0.0,156.75793826115085,162.75393699592763,111.8235553799243,L16 ICM-45686,X_A0_R2_L16_I5_T7
L20,A0,R4,I3,T7,range_fusion,5,482.6356080472198,718.6963233922967,5.287577661248177,505.2193063198089,657.2422414155795,424.9586783142998,231.8021379954777,-486.894185396819,0.0,156.5585105879972,163.44524784401636,110.41953754391622,L20 Xsens MTi-3,X_A0_R4_L20_I3_T7
L20,A0,R3,I6,T7,range_fusion,5,489.1867681561563,719.7658589490384,8.646071366424124,509.09307421452286,669.80404458103,426.90552152784204,231.8021379954777,-487.9637209535607,0.0,151.61604770264086,152.32427871343924,104.29792295769104,L20 Xsens MTi-3,X_A0_R3_L20_I6_T7
L20,A0,R4,I8,T6,range_fusion,5,476.25518214271216,720.17040268766,10.018776828447534,502.4242808235334,655.7309584075235,419.4532852512717,231.8021379954777,-488.3682646921824,0.0,154.68785133222497,164.4995278917341,107.75091558888661,L20 Xsens MTi-3,X_A0_R4_L20_I8_T6
L2,A0,R4,I5,T10,range_fusion,5,408.3144527069542,720.9950119748468,23.39301787783895,448.9588129231067,626.6665135676615,399.8372238499839,231.8021379954777,-489.19287397936915,0.0,109.59949199681701,231.47680960709272,111.701378061278,L2 MPU6050/JY61P-like,X_A0_R4_L2_I5_T10
L16,A0,R4,I3,T7,range_fusion,5,487.416634350557,722.381145484224,8.781463091811855,514.4773876505623,666.8878661614107,431.6756620050918,231.8021379954777,-490.57900748874636,0.0,147.87038054361693,155.15258422501898,113.34463774240058,L16 ICM-45686,X_A0_R4_L16_I3_T7
L20,A0,R3,I7,T9,range_fusion,5,488.9154728171692,722.5354038262507,16.7879316309847,513.6882416716414,664.4490572928544,437.44873285630484,231.8021379954777,-490.73326583077306,0.0,149.50495400432777,152.1207657390236,112.02083202388614,L20 Xsens MTi-3,X_A0_R3_L20_I7_T9
L2,A0,R3,I5,T10,range_fusion,5,430.7996128269513,723.8647975787986,26.298116270044023,474.9079893799525,631.1795480470817,415.23145335356696,231.8021379954777,-492.06265958332085,0.0,137.26315015984713,207.22551519674707,116.13627288135918,L2 MPU6050/JY61P-like,X_A0_R3_L2_I5_T10
L2,A0,R2,I5,T10,range_fusion,5,435.50940092135687,726.5608071826388,22.887319125882403,479.7510069205138,637.4992104899613,419.27003324812983,231.8021379954777,-494.7586691871611,0.0,141.00088708623713,206.91233394554507,111.62319458619262,L2 MPU6050/JY61P-like,X_A0_R2_L2_I5_T10
L20,A0,R2,I3,T9,range_fusion,5,488.9857051565018,727.348399444848,5.385230719425729,512.317927934745,666.7674312065444,428.7448222086179,231.8021379954777,-495.5462614493704,0.0,149.8668206301986,148.96561194892516,103.1362216294284,L20 Xsens MTi-3,X_A0_R2_L20_I3_T9
L2,A0,R4,I5,T9,range_fusion,5,440.6266698510547,728.0410236327281,23.857581472914426,483.2267630080647,640.2391328984016,427.4594586719355,231.8021379954777,-496.2388856372503,0.0,139.34878350011567,210.64277461107878,113.49071756653113,L2 MPU6050/JY61P-like,X_A0_R4_L2_I5_T9
L16,A0,R4,I8,T6,range_fusion,5,482.87686749801,728.1273658024959,12.556721598649387,510.2014274351239,659.8019907033928,429.51151153099363,231.8021379954777,-496.3252278070182,0.0,155.32404345062554,161.59649629198728,103.10770673220983,L16 ICM-45686,X_A0_R4_L16_I8_T6
L20,A0,R4,I7,T7,range_fusion,5,493.11236325985357,728.9578189326821,16.995616077058855,519.5355341339614,672.7340034352441,441.5458340695277,231.8021379954777,-497.1556809372044,0.0,144.51200622113157,152.60071893871446,112.9790735628591,L20 Xsens MTi-3,X_A0_R4_L20_I7_T7
L16,A0,R2,I3,T9,range_fusion,5,494.38789930881467,730.1430668504861,9.50338209468419,520.7566065592239,677.021441774062,435.32350967329785,231.8021379954777,-498.3409288550083,0.0,146.4701975779696,143.2999814908609,103.40095171764457,L16 ICM-45686,X_A0_R2_L16_I3_T9
L2,A0,R4,I4,T10,range_fusion,5,451.6871840644446,730.306941206623,60.616346845491805,490.2005276813212,662.9513307953326,441.67014798025195,231.8021379954777,-498.5048032111454,0.0,139.62706854083632,214.71451641581447,139.43378996237885,L2 MPU6050/JY61P-like,X_A0_R4_L2_I4_T10
L16,A0,R3,I6,T7,range_fusion,5,495.7376655223441,730.9133410413326,5.19300694404859,516.9979752329789,675.657923362281,436.2514752253401,231.8021379954777,-499.111203045855,0.0,145.1136182231789,154.73032145797941,95.77236018666788,L16 ICM-45686,X_A0_R3_L16_I6_T7
L2,A0,R4,I6,T10,range_fusion,5,423.81136025879096,732.8918777359372,61.02591780084499,469.8677939063523,629.0907901720224,426.8560369989831,231.8021379954777,-501.08973974045955,0.0,123.96900985821222,222.51126578732146,87.35377682166116,L2 MPU6050/JY61P-like,X_A0_R4_L2_I6_T10
L20,A0,R3,I5,T6,range_fusion,5,497.87336419293734,734.1020134668864,8.754871035687513,521.2243157892766,668.5408261397384,436.4455842145044,231.8021379954777,-502.2998754714088,0.0,148.713026660382,143.4727753345362,97.19330601955478,L20 Xsens MTi-3,X_A0_R3_L20_I5_T6
L2,A0,R3,I6,T10,range_fusion,5,456.9478442782509,734.9464191463969,42.43218704566925,486.3911036114794,647.6441880153417,437.43718024661274,231.8021379954777,-503.14428115091926,0.0,141.59866550532428,209.0216246554872,77.53910926246597,L2 MPU6050/JY61P-like,X_A0_R3_L2_I6_T10
L20,A0,R2,I6,T7,range_fusion,5,499.72782104039305,736.0074748033167,8.477528285197238,521.6636186801621,686.6790427917232,434.8141096406016,231.8021379954777,-504.205336807839,0.0,143.8109128543096,143.68426825200783,115.32208579857411,L20 Xsens MTi-3,X_A0_R2_L20_I6_T7
L20,A0,R2,I7,T9,range_fusion,5,500.28315919633815,736.759024123879,17.164507321806244,527.0472904115126,681.4597584493428,445.793694990272,231.8021379954777,-504.9568861284014,0.0,146.1138418180555,140.07167356585614,104.16326581044632,L20 Xsens MTi-3,X_A0_R2_L20_I7_T9
L20,A0,R4,I4,T6,range_fusion,5,499.9198722231246,737.4214646673644,7.685779342136822,525.23890262059,685.2333364958513,436.57786812269387,231.8021379954777,-505.61932667188677,0.0,145.8514613164873,145.15349447509575,98.20732635094961,L20 Xsens MTi-3,X_A0_R4_L20_I4_T6
L2,A0,R2,I6,T10,range_fusion,5,464.73297596304866,737.8571576884642,39.06376879251653,493.14841703175887,657.1041797640551,440.183380547036,231.8021379954777,-506.05501969298655,0.0,143.75211355597784,207.41587981007055,78.26274092395917,L2 MPU6050/JY61P-like,X_A0_R2_L2_I6_T10
L20,A0,R3,I1,T9,range_fusion,5,494.1060470951992,738.4496207094866,18.584015328573315,518.5919060319769,666.5889006292274,432.5152397770438,231.8021379954777,-506.64748271400896,0.0,146.86372210056498,146.4198505779695,74.29136027691159,L20 Xsens MTi-3,X_A0_R3_L20_I1_T9
L16,A0,R3,I7,T9,range_fusion,5,498.9643787304776,740.022464067994,13.557554637047984,527.3282245626748,672.9239259956265,437.14371423088306,231.8021379954777,-508.2203260725163,0.0,152.7416079569839,147.74224123648784,100.75733615233796,L16 ICM-45686,X_A0_R3_L16_I7_T9
L2,A0,R4,I3,T10,range_fusion,5,444.20002236255203,740.4414162689285,32.714217480334945,491.4607317674462,682.9997197539202,442.9290100362982,231.8021379954777,-508.6392782734509,0.0,140.87045817694406,212.3451889284206,105.29230103579712,L2 MPU6050/JY61P-like,X_A0_R4_L2_I3_T10
L20,A0,R4,I1,T7,range_fusion,5,498.1582615072142,744.6643601563954,17.84897846819414,523.4802936626758,674.1486956041329,436.64191629566466,231.8021379954777,-512.8622221609178,0.0,146.52801013994667,150.46042205140958,79.82352319962794,L20 Xsens MTi-3,X_A0_R4_L20_I1_T7
L2,A0,R4,I6,T9,range_fusion,5,470.34640289058217,745.1986589369665,36.00671733989282,499.89349587485515,664.3009872467454,447.2367060788977,231.8021379954777,-513.3965209414888,0.0,141.90859087538425,209.95143372186513,79.3151244449746,L2 MPU6050/JY61P-like,X_A0_R4_L2_I6_T9
L16,A0,R2,I6,T7,range_fusion,5,505.73504010466525,745.6053430308333,6.472151310003928,528.7741135517382,691.9860156243847,443.9048252694767,231.8021379954777,-513.8032050353556,0.0,140.10662042661164,151.19394382556663,106.89983619274044,L16 ICM-45686,X_A0_R2_L16_I6_T7
L16,A0,R4,I7,T7,range_fusion,5,503.3448772271189,746.3229740966619,12.685112997596471,532.3259745262137,678.6022079694704,440.6827388315029,231.8021379954777,-514.5208361011843,0.0,150.3251736113261,153.90343695064254,103.82990568663976,L16 ICM-45686,X_A0_R4_L16_I7_T7
L16,A0,R3,I5,T6,range_fusion,5,507.1465329672421,746.4274996724047,13.920197429086647,533.9781306201073,693.4986444089158,441.447341131766,231.8021379954777,-514.625361676927,0.0,143.35427690609694,145.24830545617993,100.09306697305753,L16 ICM-45686,X_A0_R3_L16_I5_T6
L20,A0,R3,I8,T7,range_fusion,5,494.131067852578,746.5200580388355,12.546595496742924,521.4282324098988,681.5605715411136,433.5272270676052,231.8021379954777,-514.7179200433578,0.0,141.96846397716365,142.36694977047463,96.2014558066182,L20 Xsens MTi-3,X_A0_R3_L20_I8_T7
L20,A0,R3,I2,T9,range_fusion,5,493.9699291460667,747.9166569400552,16.776755927871612,517.4650620167538,667.1615377226283,428.33587835065117,231.8021379954777,-516.1145189445775,0.0,147.07853505528237,149.89426671121788,98.62251835786249,L20 Xsens MTi-3,X_A0_R3_L20_I2_T9
L20,A0,R2,I5,T6,range_fusion,5,508.1423292889143,748.6679935387568,9.286013486056307,532.4843817560628,685.6383407062016,444.96001177865037,231.8021379954777,-516.8658555432792,0.0,150.38260463509909,153.45369737474695,107.81354212273149,L20 Xsens MTi-3,X_A0_R2_L20_I5_T6
L20,A0,R2,I1,T9,range_fusion,5,503.3703532469951,751.585402012852,18.673633263736587,530.4065335461688,684.0550293225533,440.332743197794,231.8021379954777,-519.7832640173743,0.0,149.1499170221513,147.74315050735643,75.20179484006135,L20 Xsens MTi-3,X_A0_R2_L20_I1_T9
L2,A0,R4,I8,T10,range_fusion,5,440.0070395335482,752.3985270605608,38.51436289490544,487.0680028769373,660.7957489602354,428.74685229121667,231.8021379954777,-520.596389065083,0.0,131.02532692475944,220.3411450626336,143.1238051986877,L2 MPU6050/JY61P-like,X_A0_R4_L2_I8_T10
L16,A0,R3,I8,T7,range_fusion,5,501.2942075221442,752.672436330197,14.47016509745805,531.4663666314102,687.7305480843755,443.6735657805539,231.8021379954777,-520.8702983347192,0.0,147.26024131821003,146.64511500853422,89.83016063474255,L16 ICM-45686,X_A0_R3_L16_I8_T7
L16,A0,R2,I7,T9,range_fusion,5,508.62517676086816,753.1955239274157,11.85747492145764,538.2595712101032,686.9133812660532,444.9564281863328,231.8021379954777,-521.393385931938,0.0,152.47137718685684,154.66459892173626,98.09610339088533,L16 ICM-45686,X_A0_R2_L16_I7_T9
L20,A0,R4,I2,T7,range_fusion,5,498.2316663371195,755.9201821236893,14.884068900336478,521.9598033722438,673.9748525559978,431.42038367746954,231.8021379954777,-524.1180441282116,0.0,143.8083445841973,154.91729908039514,102.77904266603669,L20 Xsens MTi-3,X_A0_R4_L20_I2_T7
L2,A0,R3,I8,T10,range_fusion,5,461.6366070608525,756.9626524571952,25.0575841059604,509.5030181906665,669.7866491092807,447.56407338323544,231.8021379954777,-525.1605144617175,0.0,152.75529128600004,207.0985779412074,115.80762847578755,L2 MPU6050/JY61P-like,X_A0_R3_L2_I8_T10
L2,A0,R3,I5,T9,range_fusion,5,485.2792002443872,757.7706868178414,5.098803809485308,523.0746325095319,683.6876270131254,452.1827334526132,231.8021379954777,-525.9685488223637,0.0,153.35203012218182,202.9131399697763,92.77109880085594,L2 MPU6050/JY61P-like,X_A0_R3_L2_I5_T9
L20,A0,R3,I4,T7,range_fusion,5,516.4525238442059,758.7072331690955,8.039622548940757,544.7769842084266,710.3172610492418,450.1631320586075,231.8021379954777,-526.9050951736178,0.0,155.39157621631836,157.10988362942925,93.31412954990063,L20 Xsens MTi-3,X_A0_R3_L20_I4_T7
L20,A0,R2,I8,T7,range_fusion,5,504.54067013588144,759.2572200348588,12.605477175837784,532.1462593080668,697.4070500610425,441.92309175207026,231.8021379954777,-527.4550820393812,0.0,147.90215949136254,148.53946458268905,111.09733003490847,L20 Xsens MTi-3,X_A0_R2_L20_I8_T7
L16,A0,R4,I4,T6,range_fusion,5,503.15454324133196,761.6909720812685,13.725882952018717,536.3381346453608,691.0201133353812,446.4588759674113,231.8021379954777,-529.8888340857908,0.0,148.6628828918012,153.53713918323518,95.42576616546322,L16 ICM-45686,X_A0_R4_L16_I4_T6
L16,A0,R2,I5,T6,range_fusion,5,516.1486410969405,761.7457828430864,10.371209723851832,545.9871129195337,710.2351582672133,448.7397175721141,231.8021379954777,-529.9436448476088,0.0,147.7680420504452,155.9555832774287,117.21479566386786,L16 ICM-45686,X_A0_R2_L16_I5_T6
L2,A0,R2,I8,T10,range_fusion,5,469.16970745900437,761.7863198451156,21.1619933399459,512.9818077186925,676.9538366563828,450.24762622461606,231.8021379954777,-529.9841818496379,0.0,152.3604729374227,204.60994468851848,110.87600465437194,L2 MPU6050/JY61P-like,X_A0_R2_L2_I8_T10
L16,A0,R3,I2,T9,range_fusion,5,503.774388851279,761.9325077238684,22.099408103407256,536.4381911134958,687.8981351394231,451.8851714145162,231.8021379954777,-530.1303697283907,0.0,149.52380588706257,158.56986734457075,94.49311753307913,L16 ICM-45686,X_A0_R3_L16_I2_T9
L20,A0,R2,I2,T9,range_fusion,5,503.81303983033575,762.7043813539862,14.688728392261309,528.273713522464,682.8656039019772,435.0817256000373,231.8021379954777,-530.9022433585085,0.0,145.3135253095906,145.31893689985935,96.6279735657962,L20 Xsens MTi-3,X_A0_R2_L20_I2_T9
L2,A0,R3,I4,T10,range_fusion,5,489.583930405248,763.3706753523846,41.38124857759266,524.8554468950421,705.6308404136937,454.6122339037847,231.8021379954777,-531.568537356907,0.0,150.78340304777672,206.3456250989704,108.31999247724013,L2 MPU6050/JY61P-like,X_A0_R3_L2_I4_T10
L2,A0,R4,I5,T7,range_fusion,5,489.90562845959647,763.9497156381591,6.206061967276975,526.4677021891675,687.4079576244674,455.86889117286444,231.8021379954777,-532.1475776426813,0.0,152.34797006894593,202.45376688243988,91.84651201457622,L2 MPU6050/JY61P-like,X_A0_R4_L2_I5_T7
L16,A0,R3,I1,T9,range_fusion,5,510.6496019032397,764.3660581525482,14.014797027975353,537.5972812814064,692.6670012416132,444.9934784931905,231.8021379954777,-532.5639201570706,0.0,149.90602895437465,153.99755885411113,93.472752711991,L16 ICM-45686,X_A0_R3_L16_I1_T9
L2,A0,R4,I8,T9,range_fusion,5,473.4555297913263,766.263817063091,20.57026714397602,519.1349908896586,682.4615781458335,455.8804359573722,231.8021379954777,-534.4616790676133,0.0,151.60941404652013,206.45755645233967,110.95255510490908,L2 MPU6050/JY61P-like,X_A0_R4_L2_I8_T9
L20,A0,R4,I3,T6,range_fusion,5,517.4669589167958,768.7603556790439,7.441492632777629,545.7835191824619,707.3972298215051,453.22030340427466,231.8021379954777,-536.9582176835661,0.0,151.80161811800133,159.45827584926877,98.8783686564987,L20 Xsens MTi-3,X_A0_R4_L20_I3_T6
L16,A0,R4,I2,T7,range_fusion,5,508.3739885524898,769.0106590231622,22.9873352498144,541.1263223445665,694.183848025269,454.69943913675905,231.8021379954777,-537.2085210276846,0.0,148.6068677633528,162.29765404029348,97.80577653565891,L16 ICM-45686,X_A0_R4_L16_I2_T7
L2,A0,R2,I5,T9,range_fusion,5,496.298218491266,769.2190782627847,7.692175136160606,531.5936528819423,693.0258870737199,455.2130995516653,231.8021379954777,-537.416940267307,0.0,155.02930579014134,200.3552945642278,88.92975789537236,L2 MPU6050/JY61P-like,X_A0_R2_L2_I5_T9
L16,A0,R2,I8,T7,range_fusion,5,513.1679423311036,769.7341329253541,13.455804084381555,544.3850482894835,704.9922437086097,451.27525800945114,231.8021379954777,-537.9319949298764,0.0,149.8895612702449,156.90949568715592,102.75585122911612,L16 ICM-45686,X_A0_R2_L16_I8_T7
L20,A0,R3,I6,T6,range_fusion,5,520.9315215945747,770.6298228804924,9.904069488819406,546.5151689522663,722.676585429517,453.73704399612114,231.8021379954777,-538.8276848850147,0.0,146.9405349463436,163.64311365793506,97.84758387580176,L20 Xsens MTi-3,X_A0_R3_L20_I6_T6
L20,A0,R4,I5,T8,range_fusion,5,523.9570263306314,770.9123952569323,8.879984845158145,547.8308723143007,710.0986846660451,459.2349730227018,231.8021379954777,-539.1102572614548,0.0,145.97161460942922,163.8845357522012,89.76779283903142,L20 Xsens MTi-3,X_A0_R4_L20_I5_T8
L16,A0,R4,I3,T6,range_fusion,5,522.4232532993781,771.5109581831997,9.282916456972107,550.3696343172002,717.4072038593501,461.3502950955814,231.8021379954777,-539.708820187722,0.0,142.78325031161145,162.47683029436092,97.10377678218029,L16 ICM-45686,X_A0_R4_L16_I3_T6
L16,A0,R4,I1,T7,range_fusion,5,515.6330236186043,771.8013766111483,15.199797655379145,542.0728016229048,699.4632190021247,449.1885004585638,231.8021379954777,-539.9992386156706,0.0,147.8687185682036,159.1125796475651,99.39761462347649,L16 ICM-45686,X_A0_R4_L16_I1_T7
L2,A0,R2,I4,T10,range_fusion,5,495.1787991192856,772.5358239544681,38.15254643918267,531.3883032351898,713.5393125862392,459.2864476538276,231.8021379954777,-540.7336859589905,0.0,152.46240177751113,205.20505458134312,106.17880257705308,L2 MPU6050/JY61P-like,X_A0_R2_L2_I4_T10
L20,A0,R2,I4,T7,range_fusion,5,524.262211277883,773.5142684081434,8.554310524251141,554.2211688760653,723.7514234029659,458.3893551353743,231.8021379954777,-541.7121304126657,0.0,144.6865849823308,160.5702044886006,100.29045101585537,L20 Xsens MTi-3,X_A0_R2_L20_I4_T7
L20,A0,R4,I7,T6,range_fusion,5,526.8487439835665,774.9713012340133,15.924492509325795,555.3104509853758,721.5108419996615,468.9165846543847,231.8021379954777,-543.1691632385357,0.0,146.59653072239183,163.5496695623372,92.37938219575707,L20 Xsens MTi-3,X_A0_R4_L20_I7_T6
L16,A0,R2,I2,T9,range_fusion,5,514.6542619993443,776.9128168995169,23.11372053138429,547.0713294017334,702.609661402487,457.31457024642424,231.8021379954777,-545.1106789040391,0.0,152.016027031566,157.127933178395,90.7747006911496,L16 ICM-45686,X_A0_R2_L16_I2_T9
L16,A0,R3,I6,T6,range_fusion,5,530.7315128978473,777.238018843311,5.3848487404445,553.593243076211,724.6872213541245,463.8197564382848,231.8021379954777,-545.4358808478335,0.0,144.62940271838693,163.52252573420097,86.9938592450457,L16 ICM-45686,X_A0_R3_L16_I6_T6
L2,A0,R3,I3,T10,range_fusion,5,492.33113490651186,777.71838049549,21.643650256718658,530.9206362631843,717.5159675050004,461.7583651643612,231.8021379954777,-545.9162425000123,0.0,153.3792328247204,200.84781445939151,92.43917826941873,L2 MPU6050/JY61P-like,X_A0_R3_L2_I3_T10
L16,A0,R2,I1,T9,range_fusion,5,522.7410668740702,778.6752968414885,15.121147580017066,547.6995520155835,707.9494550213346,452.09298765378907,231.8021379954777,-546.8731588460107,0.0,155.94988272217662,157.48548678761057,93.85667723935299,L16 ICM-45686,X_A0_R2_L16_I1_T9
L2,A0,R4,I4,T9,range_fusion,5,499.7553648810992,781.8872382412253,35.42939060662346,537.6047874472904,721.5005652000258,464.809614705099,231.8021379954777,-550.0851002457478,0.0,149.44180424890328,205.15765203092505,107.91862694796552,L2 MPU6050/JY61P-like,X_A0_R4_L2_I4_T9
